c_t,o_t,o,h,l,c,v
2022-11-25 02:30:00,2022-11-25 02:25:00,16495.57,16499.76,16480.07,16487.43,562.81024
2022-11-25 02:35:00,2022-11-25 02:30:00,16487.43,16509.96,16481.53,16507.46,602.10338
2022-11-25 02:40:00,2022-11-25 02:35:00,16506.19,16520.83,16503.02,16514.51,497.48232
2022-11-25 02:45:00,2022-11-25 02:40:00,16514.51,16520.48,16507.44,16511.51,362.38476
2022-11-25 02:50:00,2022-11-25 02:45:00,16511.16,16529.47,16509.04,16520.64,630.91493
2022-11-25 02:55:00,2022-11-25 02:50:00,16521.05,16532.32,16516.21,16527.1,536.51812
2022-11-25 03:00:00,2022-11-25 02:55:00,16527.76,16530.7,16519.0,16525.78,375.10731
2022-11-25 03:05:00,2022-11-25 03:00:00,16525.78,16527.72,16507.1,16508.44,503.28727
2022-11-25 03:10:00,2022-11-25 03:05:00,16508.44,16518.14,16497.41,16502.11,461.85172
2022-11-25 03:15:00,2022-11-25 03:10:00,16501.53,16521.51,16501.01,16518.84,401.06834
2022-11-25 03:20:00,2022-11-25 03:15:00,16518.85,16519.58,16483.87,16485.35,838.43298
2022-11-25 03:25:00,2022-11-25 03:20:00,16485.35,16494.89,16470.0,16482.86,538.01718
2022-11-25 03:30:00,2022-11-25 03:25:00,16482.86,16494.7,16482.69,16486.71,327.42477
2022-11-25 03:35:00,2022-11-25 03:30:00,16487.3,16499.79,16481.85,16495.9,435.97147
2022-11-25 03:40:00,2022-11-25 03:35:00,16495.91,16497.08,16489.29,16494.09,336.92812
2022-11-25 03:45:00,2022-11-25 03:40:00,16494.09,16499.97,16488.84,16492.05,360.07664
2022-11-25 03:50:00,2022-11-25 03:45:00,16492.8,16506.52,16492.03,16496.67,468.91571
2022-11-25 03:55:00,2022-11-25 03:50:00,16497.32,16511.68,16494.37,16511.22,623.42832
2022-11-25 04:00:00,2022-11-25 03:55:00,16510.75,16511.84,16485.06,16485.45,626.59543
2022-11-25 04:05:00,2022-11-25 04:00:00,16485.45,16487.59,16470.0,16480.19,802.73562
2022-11-25 04:10:00,2022-11-25 04:05:00,16479.59,16497.49,16473.1,16492.35,536.96263
2022-11-25 04:15:00,2022-11-25 04:10:00,16492.35,16499.0,16490.52,16493.87,312.19219
2022-11-25 04:20:00,2022-11-25 04:15:00,16493.87,16496.56,16482.15,16492.46,358.87759
2022-11-25 04:25:00,2022-11-25 04:20:00,16492.47,16499.28,16489.07,16491.48,401.12287
2022-11-25 04:30:00,2022-11-25 04:25:00,16491.11,16497.41,16489.51,16494.66,245.17803
2022-11-25 04:35:00,2022-11-25 04:30:00,16494.67,16502.19,16491.84,16492.59,373.08067
2022-11-25 04:40:00,2022-11-25 04:35:00,16492.59,16493.08,16407.7,16416.21,1205.79256
2022-11-25 04:45:00,2022-11-25 04:40:00,16412.44,16459.86,16403.84,16416.22,2125.31388
2022-11-25 04:50:00,2022-11-25 04:45:00,16415.78,16437.97,16396.97,16432.68,1259.10783
2022-11-25 04:55:00,2022-11-25 04:50:00,16432.69,16446.66,16416.47,16421.21,795.27168
2022-11-25 05:00:00,2022-11-25 04:55:00,16421.21,16431.95,16354.24,16391.26,1718.19032
2022-11-25 05:05:00,2022-11-25 05:00:00,16391.93,16401.79,16379.79,16398.87,837.52446
2022-11-25 05:10:00,2022-11-25 05:05:00,16399.22,16418.99,16395.58,16403.87,774.79047
2022-11-25 05:15:00,2022-11-25 05:10:00,16404.61,16409.56,16378.76,16389.36,713.96983
2022-11-25 05:20:00,2022-11-25 05:15:00,16388.18,16410.81,16371.0,16406.08,945.82631
2022-11-25 05:25:00,2022-11-25 05:20:00,16406.08,16416.0,16401.99,16403.53,592.88269
2022-11-25 05:30:00,2022-11-25 05:25:00,16404.62,16410.47,16393.0,16394.0,500.69419
2022-11-25 05:35:00,2022-11-25 05:30:00,16393.82,16417.64,16393.82,16411.1,649.26683
2022-11-25 05:40:00,2022-11-25 05:35:00,16411.77,16421.27,16405.26,16413.27,527.58581
2022-11-25 05:45:00,2022-11-25 05:40:00,16413.27,16415.77,16404.44,16412.42,398.7409
2022-11-25 05:50:00,2022-11-25 05:45:00,16412.42,16415.64,16397.43,16397.5,550.04833
2022-11-25 05:55:00,2022-11-25 05:50:00,16397.5,16408.55,16382.42,16400.91,621.58255
2022-11-25 06:00:00,2022-11-25 05:55:00,16400.91,16404.01,16360.63,16362.8,901.82635
2022-11-25 06:05:00,2022-11-25 06:00:00,16363.43,16395.67,16342.81,16388.23,1221.94623
2022-11-25 06:10:00,2022-11-25 06:05:00,16387.78,16399.74,16382.72,16394.45,669.86913
2022-11-25 06:15:00,2022-11-25 06:10:00,16394.42,16398.19,16379.78,16392.77,692.0347
2022-11-25 06:20:00,2022-11-25 06:15:00,16392.77,16409.98,16383.12,16404.75,711.36739
2022-11-25 06:25:00,2022-11-25 06:20:00,16404.75,16415.36,16398.89,16405.94,843.85888
2022-11-25 06:30:00,2022-11-25 06:25:00,16405.31,16426.74,16403.64,16422.63,735.82495
2022-11-25 06:35:00,2022-11-25 06:30:00,16422.63,16444.99,16418.94,16426.55,1005.48306
2022-11-25 06:40:00,2022-11-25 06:35:00,16425.99,16430.46,16414.72,16418.58,473.93148
2022-11-25 06:45:00,2022-11-25 06:40:00,16418.03,16421.8,16404.45,16410.06,534.40353
2022-11-25 06:50:00,2022-11-25 06:45:00,16410.06,16422.59,16409.72,16416.17,381.76952
2022-11-25 06:55:00,2022-11-25 06:50:00,16415.46,16432.83,16412.97,16424.16,504.32728
2022-11-25 07:00:00,2022-11-25 06:55:00,16424.16,16427.26,16417.7,16424.4,434.35249
2022-11-25 07:05:00,2022-11-25 07:00:00,16424.94,16436.27,16418.08,16425.26,623.90931
2022-11-25 07:10:00,2022-11-25 07:05:00,16425.68,16427.68,16415.87,16418.69,387.42664
2022-11-25 07:15:00,2022-11-25 07:10:00,16419.03,16437.2,16415.07,16429.51,504.43492
2022-11-25 07:20:00,2022-11-25 07:15:00,16429.51,16439.24,16427.64,16429.64,399.07544
2022-11-25 07:25:00,2022-11-25 07:20:00,16430.38,16434.56,16423.84,16430.7,290.06586
2022-11-25 07:30:00,2022-11-25 07:25:00,16430.7,16438.87,16427.14,16434.81,386.90453
2022-11-25 07:35:00,2022-11-25 07:30:00,16434.81,16447.18,16431.34,16445.31,552.81804
2022-11-25 07:40:00,2022-11-25 07:35:00,16446.28,16469.23,16445.31,16456.39,1200.49286
2022-11-25 07:45:00,2022-11-25 07:40:00,16456.91,16464.34,16450.42,16459.01,445.96614
2022-11-25 07:50:00,2022-11-25 07:45:00,16459.01,16474.88,16457.0,16460.09,914.41086
2022-11-25 07:55:00,2022-11-25 07:50:00,16460.51,16471.68,16456.45,16463.83,516.27517
2022-11-25 08:00:00,2022-11-25 07:55:00,16464.4,16468.09,16451.16,16461.66,530.06485
2022-11-25 08:05:00,2022-11-25 08:00:00,16462.22,16495.59,16460.0,16477.47,1136.78825
2022-11-25 08:10:00,2022-11-25 08:05:00,16476.78,16478.77,16452.01,16461.1,645.45775
2022-11-25 08:15:00,2022-11-25 08:10:00,16460.93,16462.7,16440.09,16443.3,518.81498
2022-11-25 08:20:00,2022-11-25 08:15:00,16443.3,16457.25,16437.22,16437.91,587.02502
2022-11-25 08:25:00,2022-11-25 08:20:00,16437.7,16447.58,16421.56,16424.44,712.62663
2022-11-25 08:30:00,2022-11-25 08:25:00,16424.44,16435.07,16420.73,16429.58,538.64491
2022-11-25 08:35:00,2022-11-25 08:30:00,16429.83,16443.36,16420.3,16433.43,605.07097
2022-11-25 08:40:00,2022-11-25 08:35:00,16433.6,16439.44,16424.35,16427.41,357.62885
2022-11-25 08:45:00,2022-11-25 08:40:00,16427.4,16437.81,16426.37,16431.61,369.53726
2022-11-25 08:50:00,2022-11-25 08:45:00,16431.61,16447.86,16430.11,16441.21,436.31682
2022-11-25 08:55:00,2022-11-25 08:50:00,16441.93,16450.72,16439.63,16447.92,390.43317
2022-11-25 09:00:00,2022-11-25 08:55:00,16447.91,16457.72,16445.62,16449.37,355.25642
2022-11-25 09:05:00,2022-11-25 09:00:00,16449.37,16463.0,16442.42,16454.73,453.71558
2022-11-25 09:10:00,2022-11-25 09:05:00,16454.73,16466.85,16454.27,16464.81,364.53611
2022-11-25 09:15:00,2022-11-25 09:10:00,16464.25,16480.41,16462.17,16465.28,643.31699
2022-11-25 09:20:00,2022-11-25 09:15:00,16465.28,16468.25,16452.75,16455.27,420.90134
2022-11-25 09:25:00,2022-11-25 09:20:00,16455.27,16467.41,16453.29,16460.82,393.5701
2022-11-25 09:30:00,2022-11-25 09:25:00,16460.82,16472.61,16456.13,16464.55,451.57623
2022-11-25 09:35:00,2022-11-25 09:30:00,16464.55,16474.81,16464.39,16468.63,366.51803
2022-11-25 09:40:00,2022-11-25 09:35:00,16467.9,16472.9,16451.34,16456.53,530.8889
2022-11-25 09:45:00,2022-11-25 09:40:00,16456.53,16474.03,16448.8,16458.2,602.8114
2022-11-25 09:50:00,2022-11-25 09:45:00,16458.2,16464.68,16434.03,16438.88,607.01597
2022-11-25 09:55:00,2022-11-25 09:50:00,16438.29,16442.64,16430.12,16439.52,537.29671
2022-11-25 10:00:00,2022-11-25 09:55:00,16439.52,16446.39,16433.68,16441.79,383.99014
2022-11-25 10:05:00,2022-11-25 10:00:00,16442.28,16443.0,16407.72,16414.14,720.26378
2022-11-25 10:10:00,2022-11-25 10:05:00,16413.27,16434.97,16411.21,16434.8,721.98499
2022-11-25 10:15:00,2022-11-25 10:10:00,16434.8,16451.59,16432.79,16449.12,598.42853
2022-11-25 10:20:00,2022-11-25 10:15:00,16449.61,16459.38,16433.59,16438.71,711.238
2022-11-25 10:25:00,2022-11-25 10:20:00,16438.92,16452.77,16436.27,16442.11,385.22905
2022-11-25 10:30:00,2022-11-25 10:25:00,16442.7,16477.47,16439.79,16473.21,718.76759
2022-11-25 10:35:00,2022-11-25 10:30:00,16472.47,16482.08,16460.0,16469.63,724.47117
2022-11-25 10:40:00,2022-11-25 10:35:00,16469.63,16521.62,16466.81,16496.03,1453.10681
2022-11-25 10:45:00,2022-11-25 10:40:00,16496.98,16499.0,16477.55,16482.91,729.06683
2022-11-25 10:50:00,2022-11-25 10:45:00,16482.91,16495.96,16463.28,16470.82,709.19107
2022-11-25 10:55:00,2022-11-25 10:50:00,16470.22,16480.99,16469.62,16472.5,495.11689
2022-11-25 11:00:00,2022-11-25 10:55:00,16472.5,16483.1,16470.01,16477.5,404.45313
2022-11-25 11:05:00,2022-11-25 11:00:00,16477.93,16497.92,16471.86,16486.69,736.89009
2022-11-25 11:10:00,2022-11-25 11:05:00,16486.69,16492.63,16475.09,16475.93,663.02077
2022-11-25 11:15:00,2022-11-25 11:10:00,16476.73,16533.0,16470.03,16525.83,1328.06364
2022-11-25 11:20:00,2022-11-25 11:15:00,16525.83,16591.43,16520.53,16554.57,2464.10223
2022-11-25 11:25:00,2022-11-25 11:20:00,16554.57,16560.0,16526.23,16536.38,1057.61978
2022-11-25 11:30:00,2022-11-25 11:25:00,16536.38,16561.88,16535.21,16544.26,904.25413
2022-11-25 11:35:00,2022-11-25 11:30:00,16544.26,16564.98,16526.26,16531.79,1002.53651
2022-11-25 11:40:00,2022-11-25 11:35:00,16532.85,16556.37,16529.49,16547.53,833.04996
2022-11-25 11:45:00,2022-11-25 11:40:00,16547.23,16551.98,16530.0,16535.22,827.46781
2022-11-25 11:50:00,2022-11-25 11:45:00,16534.66,16539.83,16510.77,16523.74,759.17298
2022-11-25 11:55:00,2022-11-25 11:50:00,16523.74,16533.84,16516.87,16528.43,544.05219
2022-11-25 12:00:00,2022-11-25 11:55:00,16527.9,16539.0,16524.42,16531.64,541.81067
2022-11-25 12:05:00,2022-11-25 12:00:00,16531.64,16538.0,16522.29,16531.59,617.0219
2022-11-25 12:10:00,2022-11-25 12:05:00,16531.59,16538.19,16521.32,16531.59,679.1655
2022-11-25 12:15:00,2022-11-25 12:10:00,16531.59,16560.0,16525.29,16548.03,1016.56039
2022-11-25 12:20:00,2022-11-25 12:15:00,16547.74,16555.89,16532.06,16554.48,785.00209
2022-11-25 12:25:00,2022-11-25 12:20:00,16554.48,16569.99,16548.29,16556.15,983.09587
2022-11-25 12:30:00,2022-11-25 12:25:00,16556.15,16584.48,16552.58,16571.7,1005.84235
2022-11-25 12:35:00,2022-11-25 12:30:00,16572.49,16582.32,16555.14,16568.17,945.16461
2022-11-25 12:40:00,2022-11-25 12:35:00,16568.35,16573.15,16540.05,16547.19,718.75392
2022-11-25 12:45:00,2022-11-25 12:40:00,16547.19,16549.0,16512.43,16518.96,831.69982
2022-11-25 12:50:00,2022-11-25 12:45:00,16518.46,16530.9,16500.25,16505.55,966.67617
2022-11-25 12:55:00,2022-11-25 12:50:00,16505.55,16520.31,16504.38,16512.01,520.08542
2022-11-25 13:00:00,2022-11-25 12:55:00,16511.43,16524.29,16506.21,16507.19,476.62667
2022-11-25 13:05:00,2022-11-25 13:00:00,16507.18,16515.0,16500.0,16507.25,687.86995
2022-11-25 13:10:00,2022-11-25 13:05:00,16507.25,16512.0,16488.44,16491.11,753.25678
2022-11-25 13:15:00,2022-11-25 13:10:00,16491.11,16500.49,16472.13,16497.31,1095.35304
2022-11-25 13:20:00,2022-11-25 13:15:00,16497.31,16519.08,16491.03,16513.17,751.1185
2022-11-25 13:25:00,2022-11-25 13:20:00,16513.9,16517.48,16501.94,16507.93,543.57092
2022-11-25 13:30:00,2022-11-25 13:25:00,16507.54,16519.82,16500.41,16510.84,526.20454
2022-11-25 13:35:00,2022-11-25 13:30:00,16510.84,16517.98,16490.34,16493.88,585.778
2022-11-25 13:40:00,2022-11-25 13:35:00,16493.9,16500.0,16488.78,16496.03,511.86852
2022-11-25 13:45:00,2022-11-25 13:40:00,16496.03,16499.0,16481.77,16488.26,480.94138
2022-11-25 13:50:00,2022-11-25 13:45:00,16488.87,16498.76,16484.62,16490.1,379.41212
2022-11-25 13:55:00,2022-11-25 13:50:00,16490.74,16504.38,16486.1,16499.74,597.50286
2022-11-25 14:00:00,2022-11-25 13:55:00,16499.74,16505.27,16484.81,16491.33,580.79518
2022-11-25 14:05:00,2022-11-25 14:00:00,16491.82,16494.15,16463.83,16473.19,804.62041
2022-11-25 14:10:00,2022-11-25 14:05:00,16474.02,16488.64,16450.89,16456.23,993.16612
2022-11-25 14:15:00,2022-11-25 14:10:00,16455.24,16460.0,16435.11,16453.08,914.02592
2022-11-25 14:20:00,2022-11-25 14:15:00,16453.37,16465.0,16448.28,16460.1,568.52126
2022-11-25 14:25:00,2022-11-25 14:20:00,16460.1,16476.48,16458.26,16472.07,700.80913
2022-11-25 14:30:00,2022-11-25 14:25:00,16472.07,16479.89,16462.48,16475.94,592.47077
2022-11-25 14:35:00,2022-11-25 14:30:00,16475.39,16479.99,16449.95,16456.75,1216.4105
2022-11-25 14:40:00,2022-11-25 14:35:00,16455.99,16482.82,16454.45,16475.42,726.29663
2022-11-25 14:45:00,2022-11-25 14:40:00,16475.42,16494.44,16472.53,16489.59,944.00578
2022-11-25 14:50:00,2022-11-25 14:45:00,16489.69,16500.0,16480.0,16483.41,726.45888
2022-11-25 14:55:00,2022-11-25 14:50:00,16482.68,16544.67,16482.68,16528.41,1322.42006
2022-11-25 15:00:00,2022-11-25 14:55:00,16528.41,16549.66,16521.01,16538.89,980.78923
2022-11-25 15:05:00,2022-11-25 15:00:00,16538.89,16570.0,16524.92,16549.92,1256.11522
2022-11-25 15:10:00,2022-11-25 15:05:00,16549.92,16556.7,16517.07,16528.57,861.24269
2022-11-25 15:15:00,2022-11-25 15:10:00,16529.53,16538.17,16519.36,16529.59,673.77687
2022-11-25 15:20:00,2022-11-25 15:15:00,16529.59,16546.44,16529.47,16530.64,752.39779
2022-11-25 15:25:00,2022-11-25 15:20:00,16530.07,16554.66,16528.64,16538.63,745.55571
2022-11-25 15:30:00,2022-11-25 15:25:00,16538.63,16540.0,16518.53,16529.71,682.63899
2022-11-25 15:35:00,2022-11-25 15:30:00,16529.71,16549.08,16525.0,16547.38,818.21015
2022-11-25 15:40:00,2022-11-25 15:35:00,16547.38,16551.0,16530.2,16535.1,593.52873
2022-11-25 15:45:00,2022-11-25 15:40:00,16536.31,16540.52,16484.56,16497.89,2065.42091
2022-11-25 15:50:00,2022-11-25 15:45:00,16497.89,16507.0,16477.0,16485.83,879.49701
2022-11-25 15:55:00,2022-11-25 15:50:00,16484.84,16513.2,16480.24,16511.12,672.45998
2022-11-25 16:00:00,2022-11-25 15:55:00,16511.12,16518.1,16507.42,16513.0,609.16384
2022-11-25 16:05:00,2022-11-25 16:00:00,16513.0,16516.98,16501.67,16504.67,710.35714
2022-11-25 16:10:00,2022-11-25 16:05:00,16504.67,16514.51,16495.05,16498.11,568.03006
2022-11-25 16:15:00,2022-11-25 16:10:00,16498.11,16504.11,16487.0,16489.43,649.41732
2022-11-25 16:20:00,2022-11-25 16:15:00,16488.79,16500.33,16485.57,16490.85,560.361
2022-11-25 16:25:00,2022-11-25 16:20:00,16490.85,16491.99,16458.46,16475.67,1091.83619
2022-11-25 16:30:00,2022-11-25 16:25:00,16475.12,16485.67,16459.34,16484.53,656.18824
2022-11-25 16:35:00,2022-11-25 16:30:00,16485.0,16487.28,16460.89,16471.56,523.72695
2022-11-25 16:40:00,2022-11-25 16:35:00,16471.94,16482.59,16468.08,16480.0,518.79753
2022-11-25 16:45:00,2022-11-25 16:40:00,16480.0,16490.39,16472.54,16484.63,499.60918
2022-11-25 16:50:00,2022-11-25 16:45:00,16484.63,16496.14,16472.86,16477.52,544.06422
2022-11-25 16:55:00,2022-11-25 16:50:00,16477.23,16483.7,16470.0,16473.83,309.53396
2022-11-25 17:00:00,2022-11-25 16:55:00,16474.54,16494.68,16472.54,16485.66,463.28937
2022-11-25 17:05:00,2022-11-25 17:00:00,16485.14,16491.29,16474.29,16481.76,506.09106
2022-11-25 17:10:00,2022-11-25 17:05:00,16481.37,16503.99,16479.77,16498.27,621.90125
2022-11-25 17:15:00,2022-11-25 17:10:00,16497.71,16512.43,16495.34,16507.52,493.60931
2022-11-25 17:20:00,2022-11-25 17:15:00,16506.82,16508.7,16480.95,16483.2,729.22042
2022-11-25 17:25:00,2022-11-25 17:20:00,16482.58,16490.59,16474.74,16489.52,487.21139
2022-11-25 17:30:00,2022-11-25 17:25:00,16489.52,16497.19,16482.63,16483.27,531.73423
2022-11-25 17:35:00,2022-11-25 17:30:00,16483.27,16513.86,16482.98,16505.45,995.87985
2022-11-25 17:40:00,2022-11-25 17:35:00,16505.92,16513.92,16503.42,16511.44,550.42285
2022-11-25 17:45:00,2022-11-25 17:40:00,16511.43,16512.66,16503.41,16507.58,399.13807
2022-11-25 17:50:00,2022-11-25 17:45:00,16507.58,16536.35,16502.29,16522.87,729.39864
2022-11-25 17:55:00,2022-11-25 17:50:00,16522.87,16531.1,16510.1,16513.35,700.97098
2022-11-25 18:00:00,2022-11-25 17:55:00,16513.35,16518.79,16505.79,16510.38,516.68492
2022-11-25 18:05:00,2022-11-25 18:00:00,16509.52,16522.47,16505.26,16519.75,440.08292
2022-11-25 18:10:00,2022-11-25 18:05:00,16519.11,16528.6,16513.69,16524.07,587.73962
2022-11-25 18:15:00,2022-11-25 18:10:00,16524.07,16524.8,16503.07,16506.16,519.35319
2022-11-25 18:20:00,2022-11-25 18:15:00,16506.16,16522.77,16502.77,16511.66,424.75504
2022-11-25 18:25:00,2022-11-25 18:20:00,16511.66,16515.0,16507.5,16508.58,244.30837
2022-11-25 18:30:00,2022-11-25 18:25:00,16509.24,16513.0,16506.29,16509.4,250.44018
2022-11-25 18:35:00,2022-11-25 18:30:00,16508.95,16518.59,16506.28,16515.07,318.57378
2022-11-25 18:40:00,2022-11-25 18:35:00,16514.53,16518.31,16505.03,16509.84,322.7448
2022-11-25 18:45:00,2022-11-25 18:40:00,16510.68,16514.53,16505.87,16511.61,330.473
2022-11-25 18:50:00,2022-11-25 18:45:00,16511.04,16516.41,16510.82,16513.59,271.81704
2022-11-25 18:55:00,2022-11-25 18:50:00,16513.59,16514.7,16477.13,16488.57,792.48389
2022-11-25 19:00:00,2022-11-25 18:55:00,16487.95,16501.64,16482.0,16495.43,464.2336
2022-11-25 19:05:00,2022-11-25 19:00:00,16495.43,16499.72,16494.01,16497.03,254.24088
2022-11-25 19:10:00,2022-11-25 19:05:00,16497.59,16507.73,16495.1,16504.12,328.19064
2022-11-25 19:15:00,2022-11-25 19:10:00,16504.81,16521.82,16501.69,16510.82,520.10125
2022-11-25 19:20:00,2022-11-25 19:15:00,16510.34,16553.88,16508.62,16535.04,1037.86271
2022-11-25 19:25:00,2022-11-25 19:20:00,16535.03,16538.32,16518.9,16526.38,526.1711
2022-11-25 19:30:00,2022-11-25 19:25:00,16526.38,16529.41,16512.03,16515.2,282.91017
2022-11-25 19:35:00,2022-11-25 19:30:00,16514.24,16525.83,16514.24,16519.44,242.53135
2022-11-25 19:40:00,2022-11-25 19:35:00,16518.83,16541.66,16518.4,16537.78,721.32153
2022-11-25 19:45:00,2022-11-25 19:40:00,16538.38,16539.51,16520.08,16522.6,272.34918
2022-11-25 19:50:00,2022-11-25 19:45:00,16522.77,16538.05,16522.15,16532.39,337.99189
2022-11-25 19:55:00,2022-11-25 19:50:00,16531.93,16538.22,16521.72,16522.83,317.01483
2022-11-25 20:00:00,2022-11-25 19:55:00,16522.83,16530.31,16515.37,16523.21,436.10848
2022-11-25 20:05:00,2022-11-25 20:00:00,16523.67,16532.39,16520.13,16527.78,357.32425
2022-11-25 20:10:00,2022-11-25 20:05:00,16527.17,16528.76,16521.66,16526.93,220.92946
2022-11-25 20:15:00,2022-11-25 20:10:00,16526.93,16528.16,16518.17,16520.84,426.06672
2022-11-25 20:20:00,2022-11-25 20:15:00,16521.29,16544.34,16516.97,16540.78,480.97462
2022-11-25 20:25:00,2022-11-25 20:20:00,16539.95,16666.0,16538.7,16573.58,2851.6212
2022-11-25 20:30:00,2022-11-25 20:25:00,16573.95,16576.65,16555.72,16561.63,754.64433
2022-11-25 20:35:00,2022-11-25 20:30:00,16561.63,16566.79,16532.31,16535.08,718.31595
2022-11-25 20:40:00,2022-11-25 20:35:00,16535.08,16546.01,16530.0,16544.19,532.04995
2022-11-25 20:45:00,2022-11-25 20:40:00,16543.34,16560.0,16536.49,16557.92,429.46093
2022-11-25 20:50:00,2022-11-25 20:45:00,16558.29,16558.29,16533.9,16543.86,363.02913
2022-11-25 20:55:00,2022-11-25 20:50:00,16544.94,16547.67,16520.73,16522.83,485.19475
2022-11-25 21:00:00,2022-11-25 20:55:00,16522.83,16534.95,16522.41,16526.13,439.34941
2022-11-25 21:05:00,2022-11-25 21:00:00,16526.13,16539.77,16525.83,16531.48,415.73808
2022-11-25 21:10:00,2022-11-25 21:05:00,16531.48,16536.19,16524.27,16527.23,333.44935
2022-11-25 21:15:00,2022-11-25 21:10:00,16526.35,16537.23,16526.18,16531.28,290.8493
2022-11-25 21:20:00,2022-11-25 21:15:00,16531.28,16534.96,16503.53,16507.85,542.39814
2022-11-25 21:25:00,2022-11-25 21:20:00,16507.69,16519.07,16493.54,16504.18,693.60313
2022-11-25 21:30:00,2022-11-25 21:25:00,16504.18,16509.09,16492.57,16496.99,569.81239
2022-11-25 21:35:00,2022-11-25 21:30:00,16496.99,16514.09,16494.54,16510.75,362.41795
2022-11-25 21:40:00,2022-11-25 21:35:00,16511.28,16514.74,16502.68,16506.56,319.60738
2022-11-25 21:45:00,2022-11-25 21:40:00,16506.56,16514.47,16505.93,16509.0,273.57313
2022-11-25 21:50:00,2022-11-25 21:45:00,16509.0,16511.38,16499.0,16506.66,345.19136
2022-11-25 21:55:00,2022-11-25 21:50:00,16506.66,16518.0,16504.09,16514.81,253.04622
2022-11-25 22:00:00,2022-11-25 21:55:00,16515.51,16522.03,16501.28,16501.6,397.01391
2022-11-25 22:05:00,2022-11-25 22:00:00,16502.19,16513.86,16498.0,16512.98,242.80379
2022-11-25 22:10:00,2022-11-25 22:05:00,16512.98,16519.46,16507.78,16510.55,259.12439
2022-11-25 22:15:00,2022-11-25 22:10:00,16510.12,16511.9,16482.87,16492.19,813.51424
2022-11-25 22:20:00,2022-11-25 22:15:00,16492.19,16512.39,16486.81,16509.18,460.12044
2022-11-25 22:25:00,2022-11-25 22:20:00,16508.59,16518.87,16508.28,16514.72,263.74123
2022-11-25 22:30:00,2022-11-25 22:25:00,16514.03,16539.1,16513.19,16530.21,630.54388
2022-11-25 22:35:00,2022-11-25 22:30:00,16531.19,16538.41,16527.0,16530.98,382.42925
2022-11-25 22:40:00,2022-11-25 22:35:00,16530.62,16536.12,16520.02,16527.16,472.35744
2022-11-25 22:45:00,2022-11-25 22:40:00,16527.16,16528.74,16518.14,16521.0,245.63662
2022-11-25 22:50:00,2022-11-25 22:45:00,16521.59,16522.96,16512.44,16517.86,158.02216
2022-11-25 22:55:00,2022-11-25 22:50:00,16518.23,16532.04,16517.64,16526.84,254.8856
2022-11-25 23:00:00,2022-11-25 22:55:00,16526.84,16529.17,16523.0,16529.17,150.68365
2022-11-25 23:05:00,2022-11-25 23:00:00,16529.02,16536.93,16522.21,16527.86,555.90712
2022-11-25 23:10:00,2022-11-25 23:05:00,16528.64,16532.66,16494.06,16497.84,621.63306
2022-11-25 23:15:00,2022-11-25 23:10:00,16497.84,16514.83,16497.78,16505.15,278.78456
2022-11-25 23:20:00,2022-11-25 23:15:00,16505.15,16524.25,16504.69,16523.08,235.65926
2022-11-25 23:25:00,2022-11-25 23:20:00,16522.55,16538.51,16518.56,16534.1,470.99774
2022-11-25 23:30:00,2022-11-25 23:25:00,16534.1,16576.59,16533.92,16574.33,1062.34689
2022-11-25 23:35:00,2022-11-25 23:30:00,16575.02,16577.6,16540.22,16547.91,687.19999
2022-11-25 23:40:00,2022-11-25 23:35:00,16547.91,16550.24,16538.73,16540.52,319.00986
2022-11-25 23:45:00,2022-11-25 23:40:00,16540.7,16545.0,16535.75,16542.27,297.63024
2022-11-25 23:50:00,2022-11-25 23:45:00,16542.27,16561.06,16536.11,16537.5,491.92598
2022-11-25 23:55:00,2022-11-25 23:50:00,16537.49,16538.73,16507.55,16509.07,700.81826
2022-11-26 00:00:00,2022-11-25 23:55:00,16507.71,16524.76,16507.71,16522.14,453.0519
2022-11-26 00:05:00,2022-11-26 00:00:00,16521.35,16528.0,16512.82,16514.83,320.82259
2022-11-26 00:10:00,2022-11-26 00:05:00,16514.29,16526.42,16512.88,16522.68,380.64852
2022-11-26 00:15:00,2022-11-26 00:10:00,16522.67,16525.48,16514.74,16523.04,273.84609
2022-11-26 00:20:00,2022-11-26 00:15:00,16523.05,16529.46,16518.56,16519.61,378.23267
2022-11-26 00:25:00,2022-11-26 00:20:00,16519.61,16521.0,16510.82,16514.5,545.59575
2022-11-26 00:30:00,2022-11-26 00:25:00,16515.11,16522.56,16509.6,16517.78,713.59653
2022-11-26 00:35:00,2022-11-26 00:30:00,16518.47,16571.24,16514.85,16539.3,1376.67253
2022-11-26 00:40:00,2022-11-26 00:35:00,16540.16,16591.03,16537.83,16572.99,1523.45149
2022-11-26 00:45:00,2022-11-26 00:40:00,16572.33,16579.59,16540.02,16552.4,1148.56744
2022-11-26 00:50:00,2022-11-26 00:45:00,16552.4,16566.58,16546.1,16562.6,605.24261
2022-11-26 00:55:00,2022-11-26 00:50:00,16562.6,16572.69,16555.65,16563.87,467.22265
2022-11-26 01:00:00,2022-11-26 00:55:00,16562.63,16585.0,16557.78,16579.5,740.49
2022-11-26 01:05:00,2022-11-26 01:00:00,16579.27,16598.23,16574.38,16577.57,1138.15434
2022-11-26 01:10:00,2022-11-26 01:05:00,16577.57,16613.83,16573.52,16607.02,1395.01409
