c_t,o_t,o,h,l,c,v
2022-10-19 08:20:00,2022-10-19 08:15:00,19182.41,19187.8,19167.01,19186.74,752.75613
2022-10-19 08:25:00,2022-10-19 08:20:00,19187.61,19187.69,19151.43,19171.29,784.40713
2022-10-19 08:30:00,2022-10-19 08:25:00,19170.17,19172.69,19147.31,19164.61,1094.2216
2022-10-19 08:35:00,2022-10-19 08:30:00,19163.92,19181.54,19157.64,19180.89,598.9406
2022-10-19 08:40:00,2022-10-19 08:35:00,19180.89,19183.3,19166.19,19173.42,427.56682
2022-10-19 08:45:00,2022-10-19 08:40:00,19173.42,19190.17,19171.42,19187.6,438.72474
2022-10-19 08:50:00,2022-10-19 08:45:00,19187.6,19191.03,19175.31,19184.79,511.08901
2022-10-19 08:55:00,2022-10-19 08:50:00,19184.8,19206.0,19181.14,19193.48,511.87764
2022-10-19 09:00:00,2022-10-19 08:55:00,19193.48,19201.97,19185.36,19194.42,492.2342
2022-10-19 09:05:00,2022-10-19 09:00:00,19195.41,19212.1,19190.88,19210.54,521.04544
2022-10-19 09:10:00,2022-10-19 09:05:00,19210.54,19227.89,19207.11,19227.11,698.20554
2022-10-19 09:15:00,2022-10-19 09:10:00,19227.1,19235.17,19220.44,19230.4,575.55831
2022-10-19 09:20:00,2022-10-19 09:15:00,19231.02,19242.24,19227.61,19231.04,524.01851
2022-10-19 09:25:00,2022-10-19 09:20:00,19231.84,19234.04,19212.76,19213.02,589.4776
2022-10-19 09:30:00,2022-10-19 09:25:00,19213.8,19221.71,19201.05,19211.8,523.47602
2022-10-19 09:35:00,2022-10-19 09:30:00,19211.8,19224.66,19208.5,19221.29,430.86611
2022-10-19 09:40:00,2022-10-19 09:35:00,19220.58,19237.23,19212.61,19225.42,583.29417
2022-10-19 09:45:00,2022-10-19 09:40:00,19225.42,19246.9,19220.06,19241.49,585.48228
2022-10-19 09:50:00,2022-10-19 09:45:00,19241.49,19247.37,19232.34,19242.29,425.17707
2022-10-19 09:55:00,2022-10-19 09:50:00,19242.83,19269.16,19241.94,19262.72,728.3324
2022-10-19 10:00:00,2022-10-19 09:55:00,19262.72,19281.81,19251.0,19268.16,825.27948
2022-10-19 10:05:00,2022-10-19 10:00:00,19268.16,19274.48,19256.67,19264.66,584.18361
2022-10-19 10:10:00,2022-10-19 10:05:00,19264.66,19276.28,19255.93,19263.0,523.90239
2022-10-19 10:15:00,2022-10-19 10:10:00,19263.0,19266.32,19241.11,19254.82,486.4086
2022-10-19 10:20:00,2022-10-19 10:15:00,19255.66,19263.39,19247.49,19257.19,380.55791
2022-10-19 10:25:00,2022-10-19 10:20:00,19257.19,19257.32,19231.12,19243.99,568.98376
2022-10-19 10:30:00,2022-10-19 10:25:00,19243.99,19249.8,19223.49,19224.94,477.40212
2022-10-19 10:35:00,2022-10-19 10:30:00,19226.06,19235.88,19215.71,19222.91,490.08556
2022-10-19 10:40:00,2022-10-19 10:35:00,19223.93,19237.67,19208.17,19209.07,467.25619
2022-10-19 10:45:00,2022-10-19 10:40:00,19209.07,19217.1,19180.8,19182.13,848.72421
2022-10-19 10:50:00,2022-10-19 10:45:00,19182.83,19206.25,19180.3,19204.82,617.95047
2022-10-19 10:55:00,2022-10-19 10:50:00,19204.04,19217.81,19201.55,19209.2,513.73026
2022-10-19 11:00:00,2022-10-19 10:55:00,19210.21,19218.46,19202.91,19216.48,419.28869
2022-10-19 11:05:00,2022-10-19 11:00:00,19217.58,19225.85,19202.1,19210.31,509.21053
2022-10-19 11:10:00,2022-10-19 11:05:00,19210.96,19211.92,19182.6,19189.01,524.60758
2022-10-19 11:15:00,2022-10-19 11:10:00,19189.24,19194.74,19160.51,19171.28,799.4803
2022-10-19 11:20:00,2022-10-19 11:15:00,19171.28,19190.29,19149.17,19154.8,1249.76726
2022-10-19 11:25:00,2022-10-19 11:20:00,19155.82,19181.64,19149.68,19176.55,877.86265
2022-10-19 11:30:00,2022-10-19 11:25:00,19176.55,19179.99,19161.14,19167.96,632.08669
2022-10-19 11:35:00,2022-10-19 11:30:00,19167.96,19184.86,19156.21,19175.88,754.1759
2022-10-19 11:40:00,2022-10-19 11:35:00,19175.88,19193.41,19168.01,19170.19,559.26646
2022-10-19 11:45:00,2022-10-19 11:40:00,19170.19,19189.0,19140.01,19181.46,1073.80531
2022-10-19 11:50:00,2022-10-19 11:45:00,19181.46,19195.85,19170.41,19190.69,709.99036
2022-10-19 11:55:00,2022-10-19 11:50:00,19189.73,19196.86,19176.18,19183.8,438.08421
2022-10-19 12:00:00,2022-10-19 11:55:00,19183.08,19204.38,19181.0,19200.84,775.08822
2022-10-19 12:05:00,2022-10-19 12:00:00,19201.42,19203.99,19162.94,19165.88,673.08958
2022-10-19 12:10:00,2022-10-19 12:05:00,19167.01,19183.5,19149.43,19166.48,813.21447
2022-10-19 12:15:00,2022-10-19 12:10:00,19166.48,19191.75,19165.77,19190.35,633.17791
2022-10-19 12:20:00,2022-10-19 12:15:00,19190.35,19194.78,19175.0,19179.47,610.6563
2022-10-19 12:25:00,2022-10-19 12:20:00,19179.47,19179.47,19158.0,19165.67,549.52441
2022-10-19 12:30:00,2022-10-19 12:25:00,19165.67,19176.76,19153.46,19172.93,508.61112
2022-10-19 12:35:00,2022-10-19 12:30:00,19172.93,19173.24,19104.0,19158.35,1624.69372
2022-10-19 12:40:00,2022-10-19 12:35:00,19157.08,19160.99,19133.23,19138.47,757.34132
2022-10-19 12:45:00,2022-10-19 12:40:00,19137.09,19170.77,19133.44,19143.04,832.56708
2022-10-19 12:50:00,2022-10-19 12:45:00,19144.1,19165.2,19143.04,19164.44,704.31189
2022-10-19 12:55:00,2022-10-19 12:50:00,19164.44,19176.0,19155.01,19164.76,631.35329
2022-10-19 13:00:00,2022-10-19 12:55:00,19164.76,19173.0,19150.09,19163.19,547.81504
2022-10-19 13:05:00,2022-10-19 13:00:00,19163.19,19167.6,19145.28,19152.38,676.83856
2022-10-19 13:10:00,2022-10-19 13:05:00,19152.38,19161.11,19117.42,19133.69,571.41723
2022-10-19 13:15:00,2022-10-19 13:10:00,19132.8,19149.98,19126.84,19142.58,526.13821
2022-10-19 13:20:00,2022-10-19 13:15:00,19142.57,19169.58,19133.47,19167.24,561.52708
2022-10-19 13:25:00,2022-10-19 13:20:00,19168.1,19178.71,19157.0,19174.84,485.53841
2022-10-19 13:30:00,2022-10-19 13:25:00,19175.62,19176.75,19160.7,19174.06,526.24802
2022-10-19 13:35:00,2022-10-19 13:30:00,19173.38,19234.27,19164.38,19232.77,2107.90633
2022-10-19 13:40:00,2022-10-19 13:35:00,19232.77,19250.0,19202.72,19214.27,1878.16975
2022-10-19 13:45:00,2022-10-19 13:40:00,19214.27,19225.0,19118.64,19156.7,1724.40733
2022-10-19 13:50:00,2022-10-19 13:45:00,19156.69,19172.05,19065.97,19097.07,2026.19296
2022-10-19 13:55:00,2022-10-19 13:50:00,19097.07,19146.39,19088.07,19139.99,1848.17608
2022-10-19 14:00:00,2022-10-19 13:55:00,19139.99,19152.49,19100.11,19123.8,1599.03734
2022-10-19 14:05:00,2022-10-19 14:00:00,19124.71,19151.56,19100.01,19148.42,1448.09614
2022-10-19 14:10:00,2022-10-19 14:05:00,19147.33,19183.15,19143.95,19172.63,1300.32741
2022-10-19 14:15:00,2022-10-19 14:10:00,19172.63,19200.81,19148.8,19196.82,1295.99891
2022-10-19 14:20:00,2022-10-19 14:15:00,19197.89,19224.41,19177.97,19193.32,1267.10273
2022-10-19 14:25:00,2022-10-19 14:20:00,19193.32,19233.93,19189.27,19215.47,1635.96538
2022-10-19 14:30:00,2022-10-19 14:25:00,19215.47,19223.55,19200.0,19208.73,1111.34177
2022-10-19 14:35:00,2022-10-19 14:30:00,19208.18,19221.6,19170.9,19170.91,1311.30283
2022-10-19 14:40:00,2022-10-19 14:35:00,19170.93,19213.0,19166.4,19206.83,966.34483
2022-10-19 14:45:00,2022-10-19 14:40:00,19206.83,19209.4,19177.32,19187.81,940.13897
2022-10-19 14:50:00,2022-10-19 14:45:00,19188.86,19200.0,19170.56,19177.77,986.15506
2022-10-19 14:55:00,2022-10-19 14:50:00,19177.77,19188.62,19163.02,19171.95,894.18911
2022-10-19 15:00:00,2022-10-19 14:55:00,19171.95,19171.95,19146.01,19154.96,1064.46623
2022-10-19 15:05:00,2022-10-19 15:00:00,19154.96,19171.39,19136.06,19145.6,937.10076
2022-10-19 15:10:00,2022-10-19 15:05:00,19143.97,19176.32,19143.97,19170.0,700.90724
2022-10-19 15:15:00,2022-10-19 15:10:00,19170.0,19224.61,19169.23,19221.96,1471.98602
2022-10-19 15:20:00,2022-10-19 15:15:00,19221.96,19228.07,19203.95,19213.98,1073.35346
2022-10-19 15:25:00,2022-10-19 15:20:00,19213.98,19223.14,19191.76,19193.76,771.50221
2022-10-19 15:30:00,2022-10-19 15:25:00,19194.87,19196.71,19180.34,19188.26,674.75784
2022-10-19 15:35:00,2022-10-19 15:30:00,19189.24,19200.0,19174.04,19184.0,658.49044
2022-10-19 15:40:00,2022-10-19 15:35:00,19184.0,19203.74,19165.01,19203.1,913.31819
2022-10-19 15:45:00,2022-10-19 15:40:00,19203.1,19232.13,19200.77,19223.6,976.15086
2022-10-19 15:50:00,2022-10-19 15:45:00,19222.58,19248.43,19209.32,19224.91,1120.39156
2022-10-19 15:55:00,2022-10-19 15:50:00,19224.23,19268.42,19224.04,19262.9,1171.51394
2022-10-19 16:00:00,2022-10-19 15:55:00,19262.9,19301.69,19261.09,19266.43,1311.93266
2022-10-19 16:05:00,2022-10-19 16:00:00,19267.94,19279.31,19233.47,19244.24,1077.05185
2022-10-19 16:10:00,2022-10-19 16:05:00,19243.52,19244.27,19215.51,19231.2,879.11913
2022-10-19 16:15:00,2022-10-19 16:10:00,19232.13,19254.03,19220.0,19248.73,742.97009
2022-10-19 16:20:00,2022-10-19 16:15:00,19248.73,19249.72,19231.27,19245.44,577.32373
2022-10-19 16:25:00,2022-10-19 16:20:00,19244.57,19246.19,19221.0,19229.25,480.93963
2022-10-19 16:30:00,2022-10-19 16:25:00,19229.25,19230.28,19206.62,19211.78,720.51684
2022-10-19 16:35:00,2022-10-19 16:30:00,19211.08,19230.0,19206.03,19222.53,681.06916
2022-10-19 16:40:00,2022-10-19 16:35:00,19222.53,19239.03,19207.74,19219.61,905.66864
2022-10-19 16:45:00,2022-10-19 16:40:00,19218.91,19222.62,19190.98,19205.99,738.14758
2022-10-19 16:50:00,2022-10-19 16:45:00,19205.99,19215.0,19174.07,19175.36,805.38172
2022-10-19 16:55:00,2022-10-19 16:50:00,19174.09,19189.97,19172.83,19178.57,452.26633
2022-10-19 17:00:00,2022-10-19 16:55:00,19178.57,19184.96,19170.02,19179.27,422.55294
2022-10-19 17:05:00,2022-10-19 17:00:00,19178.38,19187.12,19143.17,19147.14,1059.071
2022-10-19 17:10:00,2022-10-19 17:05:00,19148.24,19152.93,19115.0,19118.73,1436.27775
2022-10-19 17:15:00,2022-10-19 17:10:00,19119.87,19149.13,19095.0,19145.63,1688.20694
2022-10-19 17:20:00,2022-10-19 17:15:00,19145.63,19156.36,19122.62,19138.73,819.50821
2022-10-19 17:25:00,2022-10-19 17:20:00,19137.56,19164.4,19136.05,19159.47,758.15884
2022-10-19 17:30:00,2022-10-19 17:25:00,19159.47,19170.0,19146.31,19154.54,670.67002
2022-10-19 17:35:00,2022-10-19 17:30:00,19154.54,19167.43,19148.9,19161.27,535.11131
2022-10-19 17:40:00,2022-10-19 17:35:00,19161.27,19169.99,19139.91,19145.15,549.3728
2022-10-19 17:45:00,2022-10-19 17:40:00,19145.15,19168.86,19142.71,19164.13,456.83145
2022-10-19 17:50:00,2022-10-19 17:45:00,19164.13,19170.0,19151.52,19166.02,452.42135
2022-10-19 17:55:00,2022-10-19 17:50:00,19165.31,19193.75,19155.0,19187.51,657.06944
2022-10-19 18:00:00,2022-10-19 17:55:00,19187.32,19192.11,19167.0,19183.19,474.66481
2022-10-19 18:05:00,2022-10-19 18:00:00,19183.19,19207.14,19171.25,19194.31,728.40067
2022-10-19 18:10:00,2022-10-19 18:05:00,19194.31,19220.0,19186.33,19204.32,762.28202
2022-10-19 18:15:00,2022-10-19 18:10:00,19204.21,19208.71,19190.67,19205.2,436.51877
2022-10-19 18:20:00,2022-10-19 18:15:00,19206.46,19217.38,19190.59,19192.84,516.5184
2022-10-19 18:25:00,2022-10-19 18:20:00,19191.91,19196.78,19175.56,19188.63,413.9034
2022-10-19 18:30:00,2022-10-19 18:25:00,19187.74,19206.9,19187.17,19199.95,403.88047
2022-10-19 18:35:00,2022-10-19 18:30:00,19199.14,19202.75,19186.03,19193.97,459.37293
2022-10-19 18:40:00,2022-10-19 18:35:00,19195.05,19195.54,19170.01,19182.25,404.49353
2022-10-19 18:45:00,2022-10-19 18:40:00,19182.69,19189.61,19164.0,19171.23,532.93471
2022-10-19 18:50:00,2022-10-19 18:45:00,19171.23,19194.8,19167.57,19183.33,464.58699
2022-10-19 18:55:00,2022-10-19 18:50:00,19184.76,19192.93,19180.4,19188.4,312.70673
2022-10-19 19:00:00,2022-10-19 18:55:00,19188.74,19194.84,19182.1,19186.32,308.53732
2022-10-19 19:05:00,2022-10-19 19:00:00,19186.32,19199.94,19176.55,19180.16,552.19076
2022-10-19 19:10:00,2022-10-19 19:05:00,19179.02,19188.14,19152.37,19182.11,691.00006
2022-10-19 19:15:00,2022-10-19 19:10:00,19182.1,19198.31,19179.1,19189.86,461.61584
2022-10-19 19:20:00,2022-10-19 19:15:00,19190.83,19227.11,19184.2,19214.41,843.25492
2022-10-19 19:25:00,2022-10-19 19:20:00,19213.49,19219.79,19197.79,19199.45,483.24046
2022-10-19 19:30:00,2022-10-19 19:25:00,19199.46,19206.95,19179.07,19182.89,406.15207
2022-10-19 19:35:00,2022-10-19 19:30:00,19183.81,19190.94,19163.8,19190.38,715.14703
2022-10-19 19:40:00,2022-10-19 19:35:00,19190.74,19205.0,19185.95,19192.18,384.44444
2022-10-19 19:45:00,2022-10-19 19:40:00,19192.19,19207.36,19190.0,19205.83,374.34695
2022-10-19 19:50:00,2022-10-19 19:45:00,19205.9,19214.35,19188.73,19197.6,432.17629
2022-10-19 19:55:00,2022-10-19 19:50:00,19197.6,19211.88,19185.6,19208.65,613.82064
2022-10-19 20:00:00,2022-10-19 19:55:00,19208.25,19233.72,19202.8,19232.59,645.67717
2022-10-19 20:05:00,2022-10-19 20:00:00,19231.63,19246.63,19219.07,19232.84,965.82329
2022-10-19 20:10:00,2022-10-19 20:05:00,19233.81,19249.51,19134.39,19170.86,2105.09078
2022-10-19 20:15:00,2022-10-19 20:10:00,19169.28,19205.0,19164.95,19190.93,869.75234
2022-10-19 20:20:00,2022-10-19 20:15:00,19189.91,19200.14,19174.51,19193.18,467.39923
2022-10-19 20:25:00,2022-10-19 20:20:00,19193.6,19195.27,19176.05,19176.66,280.93554
2022-10-19 20:30:00,2022-10-19 20:25:00,19176.81,19196.72,19175.06,19196.68,219.51248
2022-10-19 20:35:00,2022-10-19 20:30:00,19196.68,19220.0,19193.21,19208.4,520.77835
2022-10-19 20:40:00,2022-10-19 20:35:00,19207.4,19214.8,19201.82,19203.25,363.50426
2022-10-19 20:45:00,2022-10-19 20:40:00,19203.25,19206.86,19186.0,19189.24,425.23843
2022-10-19 20:50:00,2022-10-19 20:45:00,19188.5,19192.72,19180.9,19190.25,220.61576
2022-10-19 20:55:00,2022-10-19 20:50:00,19190.25,19192.38,19177.42,19181.44,183.96306
2022-10-19 21:00:00,2022-10-19 20:55:00,19181.45,19199.8,19180.43,19194.71,349.55872
2022-10-19 21:05:00,2022-10-19 21:00:00,19193.9,19207.5,19190.2,19206.02,258.93407
2022-10-19 21:10:00,2022-10-19 21:05:00,19206.02,19208.4,19193.78,19201.0,253.38987
2022-10-19 21:15:00,2022-10-19 21:10:00,19201.01,19207.65,19199.19,19205.46,163.52318
2022-10-19 21:20:00,2022-10-19 21:15:00,19205.45,19206.41,19194.93,19196.0,133.68731
2022-10-19 21:25:00,2022-10-19 21:20:00,19196.0,19197.29,19186.33,19188.4,172.19515
2022-10-19 21:30:00,2022-10-19 21:25:00,19188.4,19189.63,19177.3,19183.93,213.38865
2022-10-19 21:35:00,2022-10-19 21:30:00,19183.52,19188.37,19179.51,19179.51,96.74708
2022-10-19 21:40:00,2022-10-19 21:35:00,19180.02,19181.25,19156.21,19171.4,222.37256
2022-10-19 21:45:00,2022-10-19 21:40:00,19171.4,19176.95,19166.72,19175.29,71.92322
2022-10-19 21:50:00,2022-10-19 21:45:00,19175.29,19194.4,19172.16,19194.22,175.27813
2022-10-19 21:55:00,2022-10-19 21:50:00,19194.21,19194.8,19184.72,19189.06,147.89233
2022-10-19 22:00:00,2022-10-19 21:55:00,19189.35,19206.41,19187.93,19194.37,326.20081
2022-10-19 22:05:00,2022-10-19 22:00:00,19194.37,19198.96,19175.02,19181.98,355.19478
2022-10-19 22:10:00,2022-10-19 22:05:00,19181.98,19183.82,19164.67,19169.4,369.77457
2022-10-19 22:15:00,2022-10-19 22:10:00,19169.37,19185.6,19167.9,19179.99,230.80531
2022-10-19 22:20:00,2022-10-19 22:15:00,19179.42,19199.5,19179.42,19197.65,352.22322
2022-10-19 22:25:00,2022-10-19 22:20:00,19197.65,19198.98,19177.99,19191.94,338.47874
2022-10-19 22:30:00,2022-10-19 22:25:00,19191.94,19195.07,19175.31,19182.77,316.82948
2022-10-19 22:35:00,2022-10-19 22:30:00,19182.77,19189.06,19165.71,19184.22,383.9608
2022-10-19 22:40:00,2022-10-19 22:35:00,19184.22,19188.12,19130.26,19141.5,955.45583
2022-10-19 22:45:00,2022-10-19 22:40:00,19141.5,19145.56,19100.0,19130.77,1480.0181
2022-10-19 22:50:00,2022-10-19 22:45:00,19130.77,19131.89,19108.89,19122.49,733.73424
2022-10-19 22:55:00,2022-10-19 22:50:00,19122.49,19142.07,19119.09,19137.95,513.10967
2022-10-19 23:00:00,2022-10-19 22:55:00,19137.94,19149.07,19119.0,19140.38,440.47172
2022-10-19 23:05:00,2022-10-19 23:00:00,19141.05,19155.57,19135.91,19136.08,445.01379
2022-10-19 23:10:00,2022-10-19 23:05:00,19136.9,19156.76,19127.0,19152.98,433.11615
2022-10-19 23:15:00,2022-10-19 23:10:00,19152.98,19163.78,19144.57,19144.64,432.3935
2022-10-19 23:20:00,2022-10-19 23:15:00,19144.64,19145.87,19124.04,19141.06,466.32814
2022-10-19 23:25:00,2022-10-19 23:20:00,19142.36,19158.79,19126.8,19154.63,415.10886
2022-10-19 23:30:00,2022-10-19 23:25:00,19154.64,19155.88,19131.78,19135.11,363.92269
2022-10-19 23:35:00,2022-10-19 23:30:00,19134.16,19149.33,19120.8,19136.36,505.85901
2022-10-19 23:40:00,2022-10-19 23:35:00,19136.36,19148.86,19128.91,19143.8,243.09339
2022-10-19 23:45:00,2022-10-19 23:40:00,19143.8,19152.32,19137.6,19148.72,249.99637
2022-10-19 23:50:00,2022-10-19 23:45:00,19148.72,19149.46,19084.23,19112.05,946.49681
2022-10-19 23:55:00,2022-10-19 23:50:00,19112.85,19133.09,19108.81,19129.76,393.94125
2022-10-20 00:00:00,2022-10-19 23:55:00,19129.75,19137.39,19121.76,19123.97,282.62995
2022-10-20 00:05:00,2022-10-20 00:00:00,19123.35,19132.22,19111.79,19118.13,579.28485
2022-10-20 00:10:00,2022-10-20 00:05:00,19118.13,19148.0,19111.2,19139.55,516.24192
2022-10-20 00:15:00,2022-10-20 00:10:00,19140.48,19164.99,19133.53,19160.46,520.48891
2022-10-20 00:20:00,2022-10-20 00:15:00,19160.46,19165.34,19130.0,19141.66,496.05167
2022-10-20 00:25:00,2022-10-20 00:20:00,19141.66,19144.35,19126.99,19137.91,470.47277
2022-10-20 00:30:00,2022-10-20 00:25:00,19137.91,19144.01,19130.0,19142.27,341.77143
2022-10-20 00:35:00,2022-10-20 00:30:00,19141.02,19156.6,19112.68,19124.29,533.19817
2022-10-20 00:40:00,2022-10-20 00:35:00,19123.65,19127.87,19108.26,19115.21,413.57616
2022-10-20 00:45:00,2022-10-20 00:40:00,19115.19,19116.1,19073.59,19087.19,1189.86558
2022-10-20 00:50:00,2022-10-20 00:45:00,19087.19,19089.65,18900.0,18986.25,4433.75501
2022-10-20 00:55:00,2022-10-20 00:50:00,18984.47,18989.16,18962.9,18982.12,1271.53869
2022-10-20 01:00:00,2022-10-20 00:55:00,18983.45,18985.0,18942.64,18972.69,939.4139
2022-10-20 01:05:00,2022-10-20 01:00:00,18972.69,18973.53,18928.37,18947.42,1024.33007
2022-10-20 01:10:00,2022-10-20 01:05:00,18947.42,18999.15,18933.44,18993.89,858.89274
2022-10-20 01:15:00,2022-10-20 01:10:00,18993.89,19009.69,18975.06,19003.31,995.89696
2022-10-20 01:20:00,2022-10-20 01:15:00,19004.24,19049.22,18972.2,19038.97,1177.61579
2022-10-20 01:25:00,2022-10-20 01:20:00,19037.44,19039.58,18994.54,19000.42,705.8202
2022-10-20 01:30:00,2022-10-20 01:25:00,18999.75,19012.04,18983.71,19008.21,710.41021
2022-10-20 01:35:00,2022-10-20 01:30:00,19007.12,19025.94,19002.21,19015.12,649.0771
2022-10-20 01:40:00,2022-10-20 01:35:00,19014.42,19040.96,19013.56,19030.13,641.67438
2022-10-20 01:45:00,2022-10-20 01:40:00,19030.13,19035.04,19014.69,19019.96,393.97493
2022-10-20 01:50:00,2022-10-20 01:45:00,19018.95,19043.16,19018.94,19037.45,380.80449
2022-10-20 01:55:00,2022-10-20 01:50:00,19037.45,19054.62,19030.0,19036.28,469.49581
2022-10-20 02:00:00,2022-10-20 01:55:00,19037.14,19053.11,19028.6,19047.02,426.07491
2022-10-20 02:05:00,2022-10-20 02:00:00,19047.02,19051.45,19014.83,19035.77,548.78371
2022-10-20 02:10:00,2022-10-20 02:05:00,19035.77,19079.7,19027.51,19071.09,766.88174
2022-10-20 02:15:00,2022-10-20 02:10:00,19071.09,19073.66,19055.28,19060.07,300.49107
2022-10-20 02:20:00,2022-10-20 02:15:00,19060.24,19076.59,19053.77,19075.78,503.11164
2022-10-20 02:25:00,2022-10-20 02:20:00,19075.78,19082.91,19068.45,19068.88,267.27663
2022-10-20 02:30:00,2022-10-20 02:25:00,19068.88,19071.42,19053.28,19060.36,383.28792
2022-10-20 02:35:00,2022-10-20 02:30:00,19060.36,19062.63,19044.48,19052.87,275.98299
2022-10-20 02:40:00,2022-10-20 02:35:00,19052.87,19063.16,19050.0,19051.02,274.30215
2022-10-20 02:45:00,2022-10-20 02:40:00,19051.02,19064.08,19043.56,19053.02,384.40544
2022-10-20 02:50:00,2022-10-20 02:45:00,19053.02,19056.52,19030.0,19041.47,507.85197
2022-10-20 02:55:00,2022-10-20 02:50:00,19040.86,19071.94,19040.06,19063.48,473.78966
2022-10-20 03:00:00,2022-10-20 02:55:00,19063.97,19070.02,19057.37,19062.77,324.11672
2022-10-20 03:05:00,2022-10-20 03:00:00,19062.77,19068.24,19044.37,19044.45,390.18177
2022-10-20 03:10:00,2022-10-20 03:05:00,19044.88,19050.54,19038.02,19040.24,291.75968
2022-10-20 03:15:00,2022-10-20 03:10:00,19039.29,19048.2,19031.63,19033.2,363.16998
2022-10-20 03:20:00,2022-10-20 03:15:00,19032.6,19045.8,19029.94,19032.45,359.00832
2022-10-20 03:25:00,2022-10-20 03:20:00,19032.84,19045.0,19029.63,19041.7,386.12918
2022-10-20 03:30:00,2022-10-20 03:25:00,19042.18,19045.08,19032.04,19036.34,255.70082
2022-10-20 03:35:00,2022-10-20 03:30:00,19036.34,19042.47,19022.31,19023.84,476.87966
2022-10-20 03:40:00,2022-10-20 03:35:00,19023.84,19034.05,19014.03,19025.51,487.60731
2022-10-20 03:45:00,2022-10-20 03:40:00,19025.49,19038.02,19022.63,19033.47,714.13912
2022-10-20 03:50:00,2022-10-20 03:45:00,19033.98,19043.35,19031.66,19041.75,262.99395
2022-10-20 03:55:00,2022-10-20 03:50:00,19042.22,19055.91,19041.47,19044.03,412.64387
2022-10-20 04:00:00,2022-10-20 03:55:00,19044.87,19053.16,19040.93,19042.09,273.74584
2022-10-20 04:05:00,2022-10-20 04:00:00,19043.2,19060.0,19040.37,19056.83,374.26652
2022-10-20 04:10:00,2022-10-20 04:05:00,19057.74,19064.48,19045.33,19050.18,565.59174
2022-10-20 04:15:00,2022-10-20 04:10:00,19050.18,19053.04,19037.66,19048.52,410.63327
2022-10-20 04:20:00,2022-10-20 04:15:00,19048.09,19130.95,19043.01,19123.48,1600.40371
2022-10-20 04:25:00,2022-10-20 04:20:00,19122.41,19167.01,19105.48,19166.45,1768.90606
2022-10-20 04:30:00,2022-10-20 04:25:00,19166.45,19168.95,19145.01,19147.8,993.19109
2022-10-20 04:35:00,2022-10-20 04:30:00,19148.36,19149.54,19109.0,19123.11,849.71297
2022-10-20 04:40:00,2022-10-20 04:35:00,19122.38,19143.14,19118.48,19127.62,546.64093
2022-10-20 04:45:00,2022-10-20 04:40:00,19127.76,19149.0,19121.28,19144.95,515.71427
2022-10-20 04:50:00,2022-10-20 04:45:00,19144.63,19175.7,19141.7,19173.99,811.86412
2022-10-20 04:55:00,2022-10-20 04:50:00,19174.47,19192.7,19164.16,19181.56,940.50696
2022-10-20 05:00:00,2022-10-20 04:55:00,19180.45,19210.0,19171.74,19183.68,996.09529
2022-10-20 05:05:00,2022-10-20 05:00:00,19183.67,19194.0,19157.41,19161.09,737.48913
2022-10-20 05:10:00,2022-10-20 05:05:00,19161.09,19165.71,19140.79,19156.8,943.38183
2022-10-20 05:15:00,2022-10-20 05:10:00,19157.63,19199.88,19156.79,19174.44,1304.84183
2022-10-20 05:20:00,2022-10-20 05:15:00,19174.44,19177.53,19135.12,19141.57,834.23042
2022-10-20 05:25:00,2022-10-20 05:20:00,19141.57,19158.13,19138.97,19145.3,497.46633
2022-10-20 05:30:00,2022-10-20 05:25:00,19145.9,19148.12,19126.12,19136.83,630.06946
2022-10-20 05:35:00,2022-10-20 05:30:00,19137.8,19138.86,19118.0,19129.0,550.45746
2022-10-20 05:40:00,2022-10-20 05:35:00,19128.25,19134.32,19116.82,19118.9,475.63174
2022-10-20 05:45:00,2022-10-20 05:40:00,19117.81,19134.72,19117.46,19134.34,349.49445
2022-10-20 05:50:00,2022-10-20 05:45:00,19134.34,19148.78,19128.26,19139.61,434.65064
2022-10-20 05:55:00,2022-10-20 05:50:00,19139.61,19145.57,19128.64,19144.82,343.97224
2022-10-20 06:00:00,2022-10-20 05:55:00,19144.82,19154.99,19136.48,19141.23,432.64833
2022-10-20 06:05:00,2022-10-20 06:00:00,19140.67,19146.61,19113.95,19123.61,786.12859
2022-10-20 06:10:00,2022-10-20 06:05:00,19124.49,19140.0,19120.82,19134.18,407.67696
2022-10-20 06:15:00,2022-10-20 06:10:00,19134.18,19137.38,19115.57,19124.63,518.83071
2022-10-20 06:20:00,2022-10-20 06:15:00,19125.37,19129.97,19116.3,19123.3,400.41902
2022-10-20 06:25:00,2022-10-20 06:20:00,19122.85,19131.16,19110.1,19119.1,503.66102
2022-10-20 06:30:00,2022-10-20 06:25:00,19119.78,19131.95,19118.78,19125.84,391.33844
2022-10-20 06:35:00,2022-10-20 06:30:00,19125.84,19129.5,19109.0,19114.01,619.2457
2022-10-20 06:40:00,2022-10-20 06:35:00,19114.64,19121.62,19101.16,19107.31,529.43131
2022-10-20 06:45:00,2022-10-20 06:40:00,19107.31,19119.15,19100.55,19104.24,497.42912
2022-10-20 06:50:00,2022-10-20 06:45:00,19103.69,19116.39,19092.95,19113.61,568.66737
2022-10-20 06:55:00,2022-10-20 06:50:00,19113.03,19120.94,19104.22,19117.64,465.76025
2022-10-20 07:00:00,2022-10-20 06:55:00,19117.64,19134.81,19116.93,19133.03,436.69322
